FILENAME,URL,URLLength,Domain,DomainLength,IsDomainIP,TLD,URLSimilarityIndex,CharContinuationRate,TLDLegitimateProb,URLCharProb,TLDLength,NoOfSubDomain,HasObfuscation,NoOfObfuscatedChar,ObfuscationRatio,NoOfLettersInURL,LetterRatioInURL,NoOfDegitsInURL,DegitRatioInURL,NoOfEqualsInURL,NoOfQMarkInURL,NoOfAmpersandInURL,NoOfOtherSpecialCharsInURL,SpacialCharRatioInURL,IsHTTPS,LineOfCode,LargestLineLength,HasTitle,Title,DomainTitleMatchScore,URLTitleMatchScore,HasFavicon,Robots,IsResponsive,NoOfURLRedirect,NoOfSelfRedirect,HasDescription,NoOfPopup,NoOfiFrame,HasExternalFormSubmit,HasSocialNet,HasSubmitButton,HasHiddenFields,HasPasswordField,Bank,Pay,Crypto,HasCopyrightInfo,NoOfImage,NoOfCSS,NoOfJS,NoOfSelfRef,NoOfEmptyRef,NoOfExternalRef,label
8129864.txt,https://t.ly/bhpe3rivers/verify,31,t.ly,4,0,ly,33.41666667,1,0.0001384,0.043574945,2,0,0,0,0,19,0.613,1,0.032,0,0,0,3,0.097,1,402,27681,1,tbhpe3riversverify,0,100,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,22,2,7,57,3,25,0
534805.txt,https://www.canada-suisse.ch,27,www.canada-suisse.ch,20,0,ch,100,0.538461538,0.0049832,0.063804755,2,1,0,0,0,13,0.481,0,0,0,0,0,2,0.074,1,2257,1902,1,anada-suisse,92.30769231,92.30769231,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,75,17,24,287,1,294,1
866012.txt,https://www.locustgrove-ga.gov,29,www.locustgrove-ga.gov,22,0,gov,100,0.857142857,0.0033282,0.059615572,3,1,0,0,0,15,0.517,0,0,0,0,0,2,0.069,1,1690,10207,1,locustgrove-ga,100,100,1,0,1,1,0,1,0,2,0,1,0,0,0,0,1,0,1,1,24,14,89,1,6,1
599841.txt,https://www.lodginginnapavalley.com,34,www.lodginginnapavalley.com,27,0,com,100,1,0.5229071,0.055985629,3,1,0,0,0,21,0.618,0,0,0,0,0,1,0.029,1,781,8047,1,lodginginnapavalley,100,100,1,1,1,0,0,1,0,2,0,1,1,0,0,0,0,0,1,32,7,20,67,0,71,1
654685.txt,https://www.lusorochas.com,25,www.lusorochas.com,18,0,com,100,1,0.5229071,0.067186149,3,1,0,0,0,12,0.48,0,0,0,0,0,1,0.04,1,526,4086,1,lusorochas,100,100,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,26,27,33,37,2,15,1
387655.txt,https://www.feministmormonhousewives.org,39,www.feministmormonhousewives.org,32,0,org,100,1,0.0799628,0.061795088,3,1,0,0,0,26,0.667,0,0,0,0,0,1,0.026,1,1082,2840,1,feministmmonhousewives,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,14,12,17,103,0,109,1
645278.txt,https://www.brittanyblackphoto.com,33,www.brittanyblackphoto.com,26,0,com,100,1,0.5229071,0.056539303,3,1,0,0,0,20,0.606,0,0,0,0,0,1,0.03,1,915,13777,1,brittanyblackphoto,100,100,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,4,3,11,52,12,7,1
7534927.txt,https://forms.gle/qxxe9xuu3h1lgpyc9,34,forms.gle,9,0,gle,36.29191321,1,0.0000005,0.034727519,3,0,0,0,0,21,0.618,3,0.088,0,0,0,2,0.059,1,2,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8100799.txt,http://cn23151.tw1.ru/w11s/home/,32,cn23151.tw1.ru,14,0,ru,28.79166667,0.727272727,0.0180132,0.032479389,2,1,0,0,0,12,0.375,8,0.25,0,0,0,5,0.156,0,131,15747,1,cn23151tw1w11shome,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,4,11,1,2,0,0
8090881.txt,https://aol-mail-109142.weeblysite.com/,39,aol-mail-109142.weeblysite.com,30,0,com,40.86021505,0.653846154,0.5229071,0.048298831,3,1,0,0,0,20,0.513,6,0.154,0,0,0,5,0.128,1,276,19995,1,aol-mail-109142weeblysite,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,19,3,9,1,0,4,0
723200.txt,https://www.irelandxo.com,24,www.irelandxo.com,17,0,com,100,1,0.5229071,0.064391373,3,1,0,0,0,11,0.458,0,0,0,0,0,1,0.042,1,840,10155,1,irelandxo,100,100,1,1,1,0,0,1,0,2,0,1,1,1,1,0,0,0,1,23,33,46,96,1,8,1
8102816.txt,https://occiactuss.ficoslop.repl.co,35,occiactuss.ficoslop.repl.co,27,0,co,37.38977072,0.458333333,0.0059772,0.064065756,2,2,0,0,0,24,0.686,0,0,0,0,0,3,0.086,1,198,869,1,occiactussfisloprepl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
mw1398.txt,http://www.haponebitold.com,26,www.haponebitold.com,20,0,com,61.33333333,1,0.5229071,0.062254842,3,1,0,0,0,14,0.538,0,0,0,0,0,1,0.038,0,2,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
632010.txt,https://www.grayghostplantation.com,34,www.grayghostplantation.com,27,0,com,100,1,0.5229071,0.059409076,3,1,0,0,0,21,0.618,0,0,0,0,0,1,0.029,1,710,9381,1,grayghostplantation,100,100,1,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,23,8,13,53,2,75,1
8016692.txt,https://diseyco.com.co/mhggoiuygfxcvhj.html,42,diseyco.com.co,14,0,co,32.43537415,0.727272727,0.0059772,0.049773542,2,1,0,0,0,30,0.714,0,0,0,0,0,4,0.095,1,90,394,1,diseymmhggoiuygfxcvhjhtm,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,2,0,2,0
405106.txt,https://www.finnix.org,21,www.finnix.org,14,0,org,100,1,0.0799628,0.053076513,3,1,0,0,0,8,0.381,0,0,0,0,0,1,0.048,1,135,279,1,finnix,100,100,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,3,0,17,1
8019082.txt,https://dev-mside-helse-norge-vw32342.pantheonsite.io/,53,dev-mside-helse-norge-vw32342.pantheonsite.io,45,0,io,44.3073789,0.428571429,0.0129268,0.051874215,2,1,0,0,0,34,0.642,5,0.094,0,0,0,6,0.113,1,141,161,1,dev-mside-helse-norge-vw32342pantheonsite,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0
14082.txt,https://www.linuxjournal.com,27,www.linuxjournal.com,20,0,com,100,1,0.5229071,0.054176628,3,1,0,0,0,14,0.519,0,0,0,0,0,1,0.037,1,985,1039,1,linuxjournal,100,100,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,25,31,35,90,0,8,1
8070045.txt,https://knuffelkiste.com/jp.php,31,knuffelkiste.com,16,0,com,48.36168872,1,0.5229071,0.044407114,3,0,0,0,0,20,0.645,0,0,0,0,0,3,0.097,1,33,126,1,knuffelkistejpphp,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
515753.txt,https://www.fotolism.us,22,www.fotolism.us,15,0,us,100,1,0.0045585,0.058881527,2,1,0,0,0,9,0.409,0,0,0,0,0,1,0.045,1,688,11386,1,fotolism,100,100,0,1,1,0,0,1,0,11,0,1,1,0,0,0,0,0,0,13,5,5,110,0,122,1
123162.txt,https://www.milanicosmetics.com,30,www.milanicosmetics.com,23,0,com,100,1,0.5229071,0.069077257,3,1,0,0,0,17,0.567,0,0,0,0,0,1,0.033,1,4524,8903,1,milanismetics,0,0,1,0,1,0,0,1,0,23,0,1,1,1,1,1,1,0,1,43,4,49,177,31,24,1
424140.txt,https://www.preetz.de,20,www.preetz.de,13,0,de,100,1,0.0326503,0.050895483,2,1,0,0,0,7,0.35,0,0,0,0,0,1,0.05,1,854,447,1,preetz,100,100,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,15,5,20,136,0,4,1
869271.txt,https://www.jotravelguide.com,28,www.jotravelguide.com,21,0,com,100,1,0.5229071,0.057891811,3,1,0,0,0,15,0.536,0,0,0,0,0,1,0.036,1,305,711,1,jotravelguide,100,100,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,7,6,9,26,0,6,1
mw164166.txt,http://www.p219.s1.seetong.com,29,www.p219.s1.seetong.com,23,0,com,51.52354571,0.733333333,0.5229071,0.049407462,3,3,0,0,0,11,0.379,4,0.138,0,0,0,3,0.103,0,4,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28038.txt,https://www.hongkongairport.com,30,www.hongkongairport.com,23,0,com,100,1,0.5229071,0.061343669,3,1,0,0,0,17,0.567,0,0,0,0,0,1,0.033,1,425,1064,1,hongkongairport,100,100,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,25,3,7,81,2,16,1
561685.txt,https://www.homestylebakery.com,30,www.homestylebakery.com,23,0,com,100,1,0.5229071,0.058521641,3,1,0,0,0,17,0.567,0,0,0,0,0,1,0.033,1,958,8047,1,homestylebakery,100,100,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,9,22,43,119,8,137,1
161744.txt,https://www.rapp.com,19,www.rapp.com,12,0,com,100,1,0.5229071,0.061458953,3,1,0,0,0,6,0.316,0,0,0,0,0,1,0.053,1,334,397,1,rapp,100,100,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,25,1,11,33,0,4,1
40160.txt,https://www.margaritaville.com,29,www.margaritaville.com,22,0,com,100,1,0.5229071,0.062610695,3,1,0,0,0,16,0.552,0,0,0,0,0,1,0.034,1,941,421,1,margaritaville,100,100,1,0,1,0,0,1,0,4,0,1,1,1,0,0,0,0,1,18,7,28,54,0,27,1
8041661.txt,https://metasupport100048912568.web.app/,40,metasupport100048912568.web.app,31,0,app,38.24141519,0.888888889,0.001502,0.031572749,3,1,0,0,0,17,0.425,12,0.3,0,0,0,3,0.075,1,43,107,1,metasupport100048912568web,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110495.txt,https://www.mativision.com,25,www.mativision.com,18,0,com,100,1,0.5229071,0.065819213,3,1,0,0,0,12,0.48,0,0,0,0,0,1,0.04,1,847,3636,1,mativision,100,100,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,63,12,15,76,0,81,1
106124.txt,https://www.vetinst.no,21,www.vetinst.no,14,0,no,100,1,0.0023289,0.055577175,2,1,0,0,0,8,0.381,0,0,0,0,0,1,0.048,1,850,497,1,vetist,0,0,1,0,1,0,0,0,0,2,0,1,1,0,0,0,0,0,0,4,6,28,88,0,16,1
8130052.txt,https://ipfs.io/ipfs/bafkreif37p6mh7x2iyjhr5ymnizmesdwrchytmgoilejrahzie6rxk75j4,80,ipfs.io,7,0,io,9.962688145,1,0.0129268,0.038003297,2,0,0,0,0,59,0.738,10,0.125,0,0,0,3,0.037,1,9,88,1,ipfsipfsbafkreif37p6mh7x2iyjhr5ymnizmesdwrchytmgoilejrahzie6rxk75j4,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177293.txt,https://www.ketteringoh.org,26,www.ketteringoh.org,19,0,org,100,1,0.0799628,0.062083528,3,1,0,0,0,13,0.5,0,0,0,0,0,1,0.038,1,805,9381,1,ketteringoh,100,100,1,1,1,0,0,1,0,2,0,1,1,1,0,0,1,0,0,14,24,54,77,14,65,1
oph09622.txt,http://sakshishakya.github.io/netflix/,38,sakshishakya.github.io,22,0,io,64.3297491,0.684210526,0.0129268,0.047606475,2,1,0,0,0,27,0.711,0,0,0,0,0,4,0.105,0,9,50,1,sakshishakyagithubnetflix,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434909.txt,https://www.nccoastalpines.org,29,www.nccoastalpines.org,22,0,org,100,1,0.0799628,0.067353239,3,1,0,0,0,16,0.552,0,0,0,0,0,1,0.034,1,1822,1011,1,nccoastalpines,100,100,1,0,1,0,0,1,0,3,0,1,0,0,0,0,1,0,0,35,11,34,54,0,27,1
8035758.txt,https://consulta-gratisonline.com/luiza/home.php?userid=13&amp;uri=cplv9qautd7oj0spdlug9a+yaleuagesklq9aue8uei=,110,consulta-gratisonline.com,25,0,com,18.89751141,0.619047619,0.5229071,0.048958317,3,0,0,0,0,83,0.755,8,0.073,2,1,0,8,0.1,1,2,119,0,0,0,1.030927835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
op254.txt,https://k9playnstay.com/brassmecanique/index.php,48,k9playnstay.com,15,0,com,28.28353659,0.909090909,0.5229071,0.050691096,3,0,0,0,0,35,0.729,1,0.021,0,0,0,4,0.083,1,257,213,1,k9playnstaybrassmecaniqueindexphp,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,11,2,9,0,0,2,0
mw67588.txt,http://www.wordupdate.com,24,www.wordupdate.com,18,0,com,85.98639456,1,0.5229071,0.057818266,3,1,0,0,0,12,0.5,0,0,0,0,0,1,0.042,0,49,765,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0
628426.txt,https://www.youka.be,19,www.youka.be,12,0,be,100,1,0.0033189,0.044686346,2,1,0,0,0,6,0.316,0,0,0,0,0,1,0.053,1,989,14159,1,youka,100,100,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,18,13,35,27,1,31,1
524323.txt,https://www.lalunecollection.com,31,www.lalunecollection.com,24,0,com,100,1,0.5229071,0.067948962,3,1,0,0,0,18,0.581,0,0,0,0,0,1,0.032,1,828,628,1,lalunellection,0,0,1,0,1,0,0,1,1,0,1,1,1,1,0,0,0,0,1,32,5,20,218,0,18,1
6905.txt,https://www.ifrc.org,19,www.ifrc.org,12,0,org,100,1,0.0799628,0.062907409,3,1,0,0,0,6,0.316,0,0,0,0,0,1,0.053,1,3434,2006,1,ifrc,100,100,1,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,41,2,6,173,0,71,1
8032994.txt,http://att-109194-106324.weeblysite.com/,39,att-109194-106324.weeblysite.com,32,0,com,36.61221591,0.607142857,0.5229071,0.034951531,3,1,0,0,0,16,0.41,12,0.308,0,0,0,4,0.103,0,13,119,1,att-109194-106324weeblysite,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
485963.txt,https://www.peterlee.gov.uk,26,www.peterlee.gov.uk,19,0,uk,100,0.75,0.028555,0.059715949,2,2,0,0,0,12,0.462,0,0,0,0,0,2,0.077,1,451,8047,1,peterleegov,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,4,11,25,44,1,51,1
700599.txt,https://www.fabriclink.com,25,www.fabriclink.com,18,0,com,100,1,0.5229071,0.056015941,3,1,0,0,0,12,0.48,0,0,0,0,0,1,0.04,1,910,855,1,fabriclink,100,100,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,25,9,3,146,0,165,1
144193.txt,https://www.whiteandwarren.com,29,www.whiteandwarren.com,22,0,com,100,1,0.5229071,0.059422754,3,1,0,0,0,16,0.552,0,0,0,0,0,1,0.034,1,12919,2682,1,whiteandwarren,100,100,1,1,1,1,0,1,0,20,0,1,1,1,1,1,1,0,1,158,2,40,365,2,41,1
mw132013.txt,http://www.eblaqe-eadell.gq,27,www.eblaqe-eadell.gq,20,0,gq,46.98193003,0.538461538,0.000053,0.052432129,2,1,0,0,0,14,0.519,0,0,0,0,0,2,0.074,0,8,49,1,eblaqe-eadell,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59687.txt,https://www.scilab.org,21,www.scilab.org,14,0,org,100,1,0.0799628,0.062925161,3,1,0,0,0,8,0.381,0,0,0,0,0,1,0.048,1,1110,5343,1,scilab,100,100,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,70,2,5,56,4,12,1
138980.txt,https://www.unaoc.org,20,www.unaoc.org,13,0,org,100,1,0.0799628,0.072950548,3,1,0,0,0,7,0.35,0,0,0,0,0,1,0.05,1,918,8047,1,unaoc,100,100,0,1,1,0,0,1,0,4,1,1,1,1,0,0,0,0,1,31,29,34,108,6,116,1
40706.txt,https://www.triesteprima.it,26,www.triesteprima.it,19,0,it,100,1,0.012178,0.063619123,2,1,0,0,0,13,0.5,0,0,0,0,0,1,0.038,1,15856,8735,1,tresteprma,0,0,1,0,1,1,0,1,0,8,0,1,1,1,0,0,1,0,1,140,1,14,243,1,39,1
239227.txt,https://www.miniminus.com,24,www.miniminus.com,17,0,com,100,1,0.5229071,0.062827756,3,1,0,0,0,11,0.458,0,0,0,0,0,1,0.042,1,1955,1551,1,miniminus,100,100,1,0,1,0,0,1,0,3,0,1,1,1,1,0,1,0,0,16,17,25,36,0,14,1
mw142291.txt,http://www.ejob.magnusideas.com,30,www.ejob.magnusideas.com,24,0,com,54.26190476,0.75,0.5229071,0.060721568,3,2,0,0,0,17,0.567,0,0,0,0,0,2,0.067,0,2,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mw32691.txt,http://www.bruce-ess.com,23,www.bruce-ess.com,17,0,com,84.10819949,0.666666667,0.5229071,0.06551217,3,1,0,0,0,10,0.435,0,0,0,0,0,2,0.087,0,10,32,1,bruce-ess,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oph04341.txt,http://canadapost-postescanada-redelivery.com/postcode.php?sessionid=599232968e17aafe8a20a937736a604d,101,canadapost-postescanada-redelivery.com,38,0,com,24.85716328,0.382352941,0.5229071,0.04665325,3,0,0,0,0,64,0.634,23,0.228,1,1,0,5,0.069,0,183,155,1,canadapost-postescanada-redeliverypostcodephp?sessionid=599232968e17aafe8a20a937736a604d,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,3,0,0,0,0
7919142.txt,https://hjhhomesolutions.com/news.html,37,hjhhomesolutions.com,20,0,com,57.80645161,1,0.5229071,0.057255265,3,0,0,0,0,26,0.703,0,0,0,0,0,3,0.081,1,11,10700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
787923.txt,https://www.sabie.co.za,22,www.sabie.co.za,15,0,za,100,0.75,0.0018398,0.061609989,2,2,0,0,0,8,0.364,0,0,0,0,0,2,0.091,1,567,455,1,sabieco,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,8,0,2,1,0,7,1
557474.txt,https://www.jinhanfair.com,25,www.jinhanfair.com,18,0,com,100,1,0.5229071,0.057193123,3,1,0,0,0,12,0.48,0,0,0,0,0,1,0.04,1,1610,484,1,jinhanfair,100,100,1,0,1,1,0,1,0,3,0,1,1,0,0,0,1,0,1,58,18,18,166,0,100,1
898849.txt,https://www.washingtonbrown.com.au,33,www.washingtonbrown.com.au,26,0,au,100,0.842105263,0.0100856,0.058429468,2,2,0,0,0,19,0.576,0,0,0,0,0,2,0.061,1,893,2293,1,wshingtonbrowncom,0,0,1,1,1,1,1,1,0,4,0,1,1,0,0,1,1,0,1,24,6,5,80,0,40,1
405004.txt,https://www.whsmithplc.co.uk,27,www.whsmithplc.co.uk,20,0,uk,100,0.846153846,0.028555,0.049381284,2,2,0,0,0,13,0.481,0,0,0,0,0,2,0.074,1,1555,2013,1,whsmithplcco,0,0,0,0,1,0,0,1,0,7,0,1,1,1,0,0,1,0,1,14,7,17,95,3,18,1
oph11197.txt,https://mail.deliverylifesupport.com/public/lyfuzmzwpmpvggi5l1pzhvw9h6flhr7c,76,mail.deliverylifesupport.com,28,0,com,22.33401033,0.833333333,0.5229071,0.039154606,3,1,0,0,0,59,0.776,5,0.066,0,0,0,4,0.053,1,13,125,1,maildeliverylifesupportpubliclyfuzmzwpmpvggi5l1pzhvw9h6flhr7c,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
38746.txt,https://www.thekennelclub.org.uk,31,www.thekennelclub.org.uk,24,0,uk,100,0.823529412,0.028555,0.053911218,2,2,0,0,0,17,0.548,0,0,0,0,0,2,0.065,1,722,901,1,thekennelclborg,0,0,1,0,1,0,0,1,0,2,0,1,1,1,0,0,0,0,1,14,2,10,48,1,13,1
8047376.txt,https://hd4-mkd4.firebaseapp.com/,33,hd4-mkd4.firebaseapp.com,24,0,com,69.375,0.65,0.5229071,0.048159979,3,1,0,0,0,19,0.576,2,0.061,0,0,0,4,0.121,1,108,8125,1,hd4-mkd4firebaseapp,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
447982.txt,https://www.travel.domains,25,www.travel.domains,18,0,domains,100,1,0.0000158,0.061553549,7,1,0,0,0,12,0.48,0,0,0,0,0,1,0.04,1,1657,23759,1,travel,100,100,1,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,34,16,22,69,0,90,1
825866.txt,https://www.kentstatefsl.com,27,www.kentstatefsl.com,20,0,com,100,1,0.5229071,0.060242802,3,1,0,0,0,14,0.519,0,0,0,0,0,1,0.037,1,1184,16200,1,kentstatefsl,100,100,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,18,2,12,29,0,28,1
mw68919.txt,http://www.jcbbi.com,19,www.jcbbi.com,13,0,com,87.90123457,1,0.5229071,0.051799025,3,1,0,0,0,7,0.368,0,0,0,0,0,1,0.053,0,9,50,1,jcbbi,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
446139.txt,https://www.mathlearningcenter.org,33,www.mathlearningcenter.org,26,0,org,100,1,0.0799628,0.064798766,3,1,0,0,0,20,0.606,0,0,0,0,0,1,0.03,1,1185,5611,1,mathlearningcenter,100,100,1,0,1,0,0,1,0,4,0,1,0,1,0,0,0,0,1,22,3,4,38,0,13,1
815842.txt,https://www.tncp.net,19,www.tncp.net,12,0,net,100,1,0.0384199,0.059588598,3,1,0,0,0,6,0.316,0,0,0,0,0,1,0.053,1,761,9381,1,tncp,100,100,1,1,1,0,0,1,0,3,0,1,1,1,0,0,0,0,1,26,16,15,129,0,134,1
8097769.txt,https://schreibstube.com/wp/privacy-policy/login.html,53,schreibstube.com,16,0,com,27.43961353,1,0.5229071,0.052424876,3,0,0,0,0,39,0.736,0,0,0,0,0,6,0.113,1,28,88,1,schreibstubewpprivacy-policyloginhtml,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
605681.txt,https://www.webuymdhomes.com,27,www.webuymdhomes.com,20,0,com,100,1,0.5229071,0.054916999,3,1,0,0,0,14,0.519,0,0,0,0,0,1,0.037,1,945,6349,1,webuymdhomes,100,100,0,0,1,0,0,1,0,11,0,1,1,1,1,0,1,0,1,43,2,10,28,1,48,1
oph12299.txt,http://bvaagrndsclmon1linecetbasvrs.net/,40,bvaagrndsclmon1linecetbasvrs.net,32,0,net,31.07244318,0.535714286,0.0384199,0.055856025,3,0,0,0,0,30,0.75,1,0.025,0,0,0,2,0.05,0,9,91,1,bvaagrndsclmon1linecetbasvrs,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
8015099.txt,https://support-esim-sfr.fr/,27,support-esim-sfr.fr,19,0,fr,59.39058172,0.5,0.0141483,0.052277054,2,0,0,0,0,16,0.593,0,0,0,0,0,3,0.111,1,9,49,1,support-esim-s,87.5,87.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118615.txt,https://www.snooker.org,22,www.snooker.org,15,0,org,100,1,0.0799628,0.072229977,3,1,0,0,0,9,0.409,0,0,0,0,0,1,0.045,1,994,882,1,snooker,100,100,0,0,1,0,0,1,0,4,0,1,0,0,0,0,1,0,0,3,2,7,168,0,26,1
mw143769.txt,http://www.covisiononeness.org,29,www.covisiononeness.org,23,0,org,62.05328135,1,0.0799628,0.070623215,3,1,0,0,0,17,0.586,0,0,0,0,0,1,0.034,0,2,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mw212977.txt,http://www.viromedia.net,23,www.viromedia.net,17,0,net,79.45900254,1,0.0384199,0.064728084,3,1,0,0,0,11,0.478,0,0,0,0,0,1,0.043,0,9,50,1,viromedia,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20316.txt,https://www.foodnavigator-usa.com,32,www.foodnavigator-usa.com,25,0,com,100,0.823529412,0.5229071,0.06313818,3,1,0,0,0,18,0.562,0,0,0,0,0,2,0.062,1,2769,1165,1,foodnavigator-usa,100,100,1,1,1,0,0,1,0,2,0,1,1,1,0,0,0,0,1,55,10,11,265,17,43,1
559749.txt,https://www.conwaytwitty.com,27,www.conwaytwitty.com,20,0,com,100,1,0.5229071,0.054775633,3,1,0,0,0,14,0.519,0,0,0,0,0,1,0.037,1,976,6923,1,nwaytwitty,83.33333333,83.33333333,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,16,21,29,1,1,60,1
8086762.txt,https://irdawmdpzpwdutnxcvj08.z5.web.core.windows.net/,54,irdawmdpzpwdutnxcvj08.z5.web.core.windows.net,45,0,net,41.42780462,0.536585366,0.0384199,0.041607738,3,4,0,0,0,37,0.685,3,0.056,0,0,0,6,0.111,1,2,321,1,irdawmdpzpwdutnxcvj08z5webcorewindows,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
593663.txt,https://www.setech.co.za,23,www.setech.co.za,16,0,za,100,0.777777778,0.0018398,0.062949115,2,2,0,0,0,9,0.391,0,0,0,0,0,2,0.087,1,475,593,1,setechco,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,8,14,15,33,1,25,1
mw180668.txt,http://www.oktatasicentrum.uw.hu,31,www.oktatasicentrum.uw.hu,25,0,hu,52.75200989,0.888888889,0.0022172,0.05598187,2,2,0,0,0,18,0.581,0,0,0,0,0,2,0.065,0,9,78,1,oktatasicentrumuw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
54107.txt,https://www.heracles.nl,22,www.heracles.nl,15,0,nl,100,1,0.0082003,0.063936999,2,1,0,0,0,9,0.409,0,0,0,0,0,1,0.045,1,1281,4049,1,heracles,100,100,0,1,1,0,0,0,0,2,0,1,0,0,0,1,0,1,0,75,8,18,145,0,160,1
