URLLength,DomainLength,IsDomainIP,URLSimilarityIndex,CharContinuationRate,TLDLegitimateProb,URLCharProb,TLDLength,NoOfSubDomain,HasObfuscation,NoOfObfuscatedChar,ObfuscationRatio,NoOfLettersInURL,LetterRatioInURL,NoOfDegitsInURL,DegitRatioInURL,NoOfEqualsInURL,NoOfQMarkInURL,NoOfAmpersandInURL,NoOfOtherSpecialCharsInURL,SpacialCharRatioInURL,IsHTTPS,LineOfCode,LargestLineLength,HasTitle,DomainTitleMatchScore,URLTitleMatchScore,HasFavicon,Robots,IsResponsive,NoOfURLRedirect,NoOfSelfRedirect,HasDescription,NoOfPopup,NoOfiFrame,HasExternalFormSubmit,HasSocialNet,HasSubmitButton,HasHiddenFields,HasPasswordField,Bank,Pay,Crypto,HasCopyrightInfo,NoOfImage,NoOfCSS,NoOfJS,NoOfSelfRef,NoOfEmptyRef,NoOfExternalRef,label,FILENAME,URL,Domain,TLD,Title
29,22,0,100.0,1.0,0.5229071,0.061024527,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,1,4300,596,1,100.0,100.0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,31,2,11,276,8,42,1,120221.txt,https://www.glasgowairport.com,www.glasgowairport.com,com,glasgowairport
21,14,0,52.36363636,1.0,0.0002256,0.039170179,2,1,0,0,0.0,7,0.333,2,0.095,0,0,0,1,0.048,0,20,208,1,100.0,100.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw131567.txt,http://www.eblaq11.ga,www.eblaq11.ga,ga,eblaq11
27,20,0,100.0,1.0,0.5229071,0.060885775,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,5355,22188,1,100.0,100.0,1,0,0,0,0,0,0,26,0,1,1,1,0,0,0,0,1,37,7,8,358,2,374,1,637020.txt,https://www.travellavita.com,www.travellavita.com,com,travellavita
22,15,0,100.0,1.0,0.5229071,0.048078358,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,853,253,1,100.0,100.0,0,0,0,0,0,1,0,3,0,1,0,0,0,0,1,0,0,17,5,5,8,2,64,1,101226.txt,https://www.cfkurtz.com,www.cfkurtz.com,com,cfkurtz
53,46,0,23.97827348,0.394736842,0.0002752,0.060068076,3,3,0,0,0.0,37,0.698,0,0.0,0,0,0,5,0.094,0,2,537,0,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,8075117.txt,http://www.amazcazm-co-jp.amaozcon.liaotianchaxun.top,www.amazcazm-co-jp.amaozcon.liaotianchaxun.top,top,0
22,15,0,100.0,1.0,0.5229071,0.071460075,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,104,236,1,100.0,100.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,1,0,6,0,8,1,408474.txt,https://www.gracion.com,www.gracion.com,com,gracion
26,20,0,89.00422914,1.0,0.0075051,0.048824047,4,1,0,0,0.0,14,0.538,0,0.0,0,0,0,1,0.038,0,14,221,0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,mw63620.txt,http://www.kavkazcentr.info,www.kavkazcentr.info,info,0
24,18,0,61.36939983,1.0,0.5229071,0.050890982,3,1,0,0,0.0,12,0.5,0,0.0,0,0,0,1,0.042,0,2,2826,1,100.0,100.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,mw74529.txt,http://www.dikdikpics.com,www.dikdikpics.com,com,dikdikpics
22,15,0,100.0,0.625,0.0100856,0.069304452,2,2,0,0,0.0,8,0.364,0,0.0,0,0,0,2,0.091,1,1100,9381,1,0.0,0.0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,40,25,36,185,1,194,1,389072.txt,https://www.afao.org.au,www.afao.org.au,au,foorg
31,18,0,38.875,0.6,0.0036375,0.043349607,2,1,0,0,0.0,19,0.613,1,0.032,0,0,0,3,0.097,1,9,51,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7622147.txt,https://vinted.sprzedaz.me/fg0ws,vinted.sprzedaz.me,me,vintedsprzedazfg0w
50,41,0,38.8416343,0.378378378,0.5229071,0.056206967,3,1,0,0,0.0,33,0.66,3,0.06,0,0,0,6,0.12,1,108,8125,1,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8057521.txt,https://fb-restriction-case-f55a1.firebaseapp.com/,fb-restriction-case-f55a1.firebaseapp.com,com,fb-restriction-case-f55a1firebaseapp
24,17,0,100.0,1.0,0.0059772,0.06020208,2,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,9125,46435,1,0.0,0.0,0,0,1,0,0,1,0,19,0,0,1,1,1,1,1,0,1,643,12,36,165,239,101,1,542194.txt,https://www.imperfects.co,www.imperfects.co,co,imperfets
52,14,0,25.70936639,1.0,0.5229071,0.042183547,3,0,0,0,0.0,38,0.731,1,0.019,1,1,0,3,0.096,1,15,155,1,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8116999.txt,https://pipizmusic.com/yes5qz.php?rhn=vnimvwkmvjeccy,pipizmusic.com,com,pipizmusicyes5qzphp?rhn=vnimvwkmvjeccy
26,19,0,100.0,1.0,0.0799628,0.056023748,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,1329,22420,1,0.0,0.0,1,0,1,0,0,1,0,3,0,1,1,0,0,1,0,0,0,19,2,7,55,15,42,1,798817.txt,https://www.staffordmsd.org,www.staffordmsd.org,org,staffdmsd
31,24,0,100.0,1.0,0.5229071,0.060501396,3,1,0,0,0.0,18,0.581,0,0.0,0,0,0,1,0.032,1,1598,275,1,87.5,87.5,1,1,1,0,0,1,0,2,0,1,0,0,0,0,0,0,1,31,2,7,259,0,46,1,473831.txt,https://www.courtsoftheworld.com,www.courtsoftheworld.com,com,urtsoftheworld
32,23,0,56.64776307,0.578947368,0.5229071,0.058810771,3,0,0,0,0.0,19,0.594,2,0.062,0,0,0,3,0.094,1,242,275,1,100.0,100.0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,3,3,4,0,0,1,0,8049823.txt,https://servidor-onlinee23k.com/,servidor-onlinee23k.com,com,servidor-onlinee23k
31,24,0,100.0,1.0,0.0101825,0.06383914,2,1,0,0,0.0,18,0.581,0,0.0,0,0,0,1,0.032,1,4696,32076,1,100.0,100.0,1,0,0,0,0,0,10,8,0,1,1,1,0,0,1,0,1,22,27,5,217,1,285,1,552211.txt,https://www.destinenseignante.ca,www.destinenseignante.ca,ca,destinenseignante
35,27,0,65.62806192,0.695652174,0.5229071,0.048446637,3,1,0,0,0.0,20,0.571,4,0.114,0,0,0,3,0.086,1,16,1664,1,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,7899995.txt,https://anz-ref7136.firebaseapp.com/,anz-ref7136.firebaseapp.com,com,anz-ref7136firebaseapp
41,34,0,100.0,1.0,0.5229071,0.060221556,3,1,0,0,0.0,28,0.683,0,0.0,0,0,0,1,0.024,1,2136,3751,1,100.0,100.0,0,0,1,0,0,1,0,3,0,0,0,1,0,0,1,0,1,16,9,10,51,2,6,1,830642.txt,https://www.africansinyorkshireproject.com,www.africansinyorkshireproject.com,com,africansinyorkshireproject
24,17,0,85.12256974,1.0,0.5229071,0.061828528,3,1,0,0,0.0,12,0.5,0,0.0,0,0,0,1,0.042,0,2,33,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw204405.txt,http://www.vitaminda.com,www.vitaminda.com,com,0
19,12,0,100.0,1.0,0.0799628,0.059503515,3,1,0,0,0.0,6,0.316,0,0.0,0,0,0,1,0.053,1,544,15680,1,100.0,100.0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,18,12,13,51,5,58,1,807928.txt,https://www.fiep.org,www.fiep.org,org,fiep
37,29,0,65.77777778,0.52,0.5229071,0.059968873,3,1,0,0,0.0,26,0.703,0,0.0,0,0,0,4,0.108,0,2,46,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,oph10197.txt,http://gemini-uscaa.godaddysites.com/,gemini-uscaa.godaddysites.com,com,0
26,19,0,100.0,1.0,0.5229071,0.054571401,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,4216,9465,1,100.0,100.0,1,0,0,0,0,0,9,21,0,1,0,0,0,0,0,0,1,73,3,8,155,0,250,1,458979.txt,https://www.fififlowers.com,www.fififlowers.com,com,fififlowers
23,15,0,57.66666667,0.454545455,0.001502,0.042352286,3,1,0,0,0.0,11,0.478,1,0.043,0,0,0,3,0.13,1,108,8125,1,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8007663.txt,https://srv6-rr.web.app/,srv6-rr.web.app,app,srv6-rrweb
21,15,0,71.34986226,1.0,0.0075051,0.052070761,4,1,0,0,0.0,9,0.429,0,0.0,0,0,0,1,0.048,0,16,50,1,100.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw51310.txt,http://www.onmypc.info,www.onmypc.info,info,onmypc
25,18,0,100.0,1.0,0.5229071,0.057573314,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,371,298,1,100.0,100.0,0,0,1,0,0,1,0,2,0,1,0,0,0,0,0,0,1,18,3,12,55,8,18,1,88350.txt,https://www.sekaibunka.com,www.sekaibunka.com,com,sekaibunka
36,29,0,100.0,1.0,0.5229071,0.065168249,3,1,0,0,0.0,23,0.639,0,0.0,0,0,0,1,0.028,1,651,8047,1,100.0,100.0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,17,6,10,107,0,107,1,417563.txt,https://www.floridatheateronstage.com,www.floridatheateronstage.com,com,floridatheateronstage
25,18,0,100.0,1.0,0.5229071,0.066729875,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,550,9381,1,100.0,100.0,0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,0,1,18,11,32,81,1,91,1,153151.txt,https://www.georgiapol.com,www.georgiapol.com,com,georgiapol
95,73,0,9.25805553,0.205882353,0.0003306,0.035217131,4,2,0,0,0.0,69,0.726,13,0.137,0,0,0,5,0.053,1,83,4365,1,0.0,0.0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,5,3,0,0,6,0,7960977.txt,https://bafybeihtib4k3bls37ymigxqtsa7hchs3yuzna7js5r56rskyyvr46pccq.ipfs.w3s.link/indexcube.html,bafybeihtib4k3bls37ymigxqtsa7hchs3yuzna7js5r56rskyyvr46pccq.ipfs.w3s.link,link,bafybeihtib4k3bls37ymigxqtsa7hchs3yuzna7js5r56rskyyvr46pccqipfsw3sindexcubehtm
27,20,0,100.0,1.0,0.5229071,0.063340403,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,433,2548,1,100.0,100.0,1,0,0,1,0,1,0,0,0,1,1,1,0,1,1,0,1,19,2,6,30,2,33,1,686002.txt,https://www.explorenepal.com,www.explorenepal.com,com,explorenepal
40,33,0,31.25371361,0.620689655,0.001502,0.032661093,3,1,0,0,0.0,18,0.45,11,0.275,0,0,0,4,0.1,0,2,50,0,3.448275862,3.448275862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,oph02337.txt,http://appeal-status-10073846583.web.app/,appeal-status-10073846583.web.app,app,0
17,10,0,79.27272727,1.0,0.0384199,0.053790592,3,0,0,0,0.0,9,0.529,0,0.0,0,0,0,1,0.059,0,9,50,1,100.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8073473.txt,http://asxbit.net,asxbit.net,net,asxbit
41,32,0,36.63589015,0.607142857,0.5229071,0.035072131,3,1,0,0,0.0,16,0.39,12,0.293,0,0,0,5,0.122,1,68,80,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8119461.txt,https://att-101701-100510.weeblysite.com/,att-101701-100510.weeblysite.com,com,att-101701-100510weeblysite
26,19,0,100.0,1.0,0.5229071,0.061528854,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,5414,21295,1,100.0,100.0,0,0,1,1,1,1,0,20,0,1,1,1,1,1,1,0,1,45,4,31,133,27,41,1,550182.txt,https://www.mrtjewelers.com,www.mrtjewelers.com,com,mrtjewelers
24,15,0,57.66666667,0.454545455,0.001502,0.040616284,3,1,0,0,0.0,11,0.458,1,0.042,0,0,0,4,0.167,1,108,8125,1,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8050783.txt,https://slb5-st.web.app/,slb5-st.web.app,app,slb5-stweb
24,17,0,100.0,1.0,0.5229071,0.064697045,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,1703,28887,1,100.0,100.0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,38,25,37,139,22,113,1,517026.txt,https://www.archatrak.com,www.archatrak.com,com,archatrak
21,15,0,65.84022039,1.0,0.0180132,0.04922222,2,1,0,0,0.0,9,0.429,0,0.0,0,0,0,1,0.048,0,2,31,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw200602.txt,http://www.mordoxyz.ru,www.mordoxyz.ru,ru,0
29,22,0,100.0,1.0,0.5229071,0.060101069,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,1,5340,29714,1,100.0,100.0,1,0,1,0,0,1,0,2,0,1,1,0,0,1,1,1,1,66,4,15,177,0,268,1,101552.txt,https://www.detroitbadboys.com,www.detroitbadboys.com,com,detroitbadboys
29,22,0,100.0,1.0,0.0799628,0.061311717,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,1,1434,15024,1,100.0,100.0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,1,8,5,8,50,3,63,1,401167.txt,https://www.romanianjewish.org,www.romanianjewish.org,org,romanianjewish
284,14,1,3.85815496,0.363636364,0.0,0.041077509,2,2,0,0,0.0,175,0.616,48,0.169,6,3,0,29,0.134,1,11,563,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8086971.txt,http://129.226.210.78/interactivelogin?amp;continue=https://accounts.google.com/?&amp;followup=https://accounts.google.com/?&amp;xrealip=107.178.231.233&amp;passive=1209600&amp;xrealip=185.194.93.13&amp;ifkv=awnoghcv0rrddkxoyqd4xcsaposgnnisb150b7sqvzhknm_2qyybd8_elzclwnffeuhyimunteej,129.226.210.78,78,129226210interactivelogin?amp;continue=accountsgooglecom?&amp;followup=accountsgooglecom?&amp;xrealip=1071231233&amp;passive=1209600&amp;xrealip=1851949313&amp;ifkv=awnoghcv0rrddkxoyqd4xcsaposgnnisb150b7sqvzhknm_2qyybd8_elzclwnffeuhyimunteej
29,22,0,100.0,0.466666667,0.0230451,0.037676247,2,3,0,0,0.0,13,0.448,0,0.0,0,0,0,4,0.138,1,913,9381,1,0.0,0.0,0,1,1,0,0,0,0,2,0,0,1,1,0,0,0,0,1,20,8,9,155,0,169,1,515629.txt,https://www.lib.u-ryukyu.ac.jp,www.lib.u-ryukyu.ac.jp,jp,libu-ryukyuac
21,14,0,100.0,1.0,0.5229071,0.070050602,3,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,1,1305,23074,1,100.0,100.0,1,1,1,0,0,1,0,23,0,1,1,1,0,0,1,0,1,35,5,12,60,1,11,1,530873.txt,https://www.aerzen.com,www.aerzen.com,com,aerzen
31,25,0,47.61904762,0.588235294,0.5229071,0.052372538,3,2,0,0,0.0,18,0.581,0,0.0,0,0,0,2,0.065,0,3,40,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw20810.txt,http://www.cophieu.dcsvnqvmn.com,www.cophieu.dcsvnqvmn.com,com,0
26,19,0,100.0,1.0,0.5229071,0.064399312,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,4614,44297,1,100.0,100.0,0,0,1,0,0,1,3,1,0,1,0,1,0,1,1,0,1,452,16,17,116,1,46,1,46546.txt,https://www.merrilledge.com,www.merrilledge.com,com,merrilledge
20,13,0,100.0,1.0,0.5229071,0.071402993,3,1,0,0,0.0,7,0.35,0,0.0,0,0,0,1,0.05,1,4448,16572,1,100.0,100.0,1,0,1,0,0,1,0,2,0,0,0,0,0,1,1,0,0,14,3,4,110,0,5,1,2049.txt,https://www.tesla.com,www.tesla.com,com,tesla
27,20,0,100.0,1.0,0.0384199,0.052209706,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,3867,9424,1,100.0,100.0,1,0,0,0,0,0,1,4,1,1,1,1,0,1,1,0,1,32,60,7,158,5,227,1,101799.txt,https://www.plakattrophy.net,www.plakattrophy.net,net,plakattrophy
29,23,0,62.60387812,0.466666667,0.5229071,0.069696484,3,2,0,0,0.0,15,0.517,1,0.034,0,0,0,2,0.069,0,2,38,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw38567.txt,http://www.cache.aolon1ine.com,www.cache.aolon1ine.com,com,0
34,26,0,52.36135607,0.409090909,0.5229071,0.060205298,3,1,0,0,0.0,23,0.676,0,0.0,0,0,0,3,0.088,1,26,76,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8095110.txt,https://world-wobegone.onedumb.com,world-wobegone.onedumb.com,com,world-wobegoneonedumb
23,16,0,100.0,1.0,0.5229071,0.056704455,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,470,9381,1,100.0,100.0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,12,12,14,35,0,72,1,517365.txt,https://www.loudpark.com,www.loudpark.com,com,loudpark
32,25,0,100.0,1.0,0.5229071,0.055294879,3,1,0,0,0.0,19,0.594,0,0.0,0,0,0,1,0.031,1,3120,1804,1,100.0,100.0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,45,38,23,95,2,81,1,582706.txt,https://www.vagrancylifestyle.com,www.vagrancylifestyle.com,com,vagrancylifestyle
47,10,0,23.51742275,1.0,0.0180132,0.055171558,2,0,0,0,0.0,31,0.66,2,0.043,0,0,0,7,0.149,0,9,56,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,oph13143.txt,http://vosem56.ru/include/de/postbank.de/meine/,vosem56.ru,ru,vosem56includedepostbankdemeine
26,19,0,100.0,1.0,0.5229071,0.063891385,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,162,444,1,100.0,100.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,14,1,13,1,0,13,1,838380.txt,https://www.molkenmusic.com,www.molkenmusic.com,com,molkenmusic
22,15,0,100.0,1.0,0.0799628,0.068005401,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,606,377,1,100.0,100.0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,3,1,1,28,0,14,1,234080.txt,https://www.kanndoo.org,www.kanndoo.org,org,kanndoo
32,25,0,100.0,1.0,0.5229071,0.061370036,3,1,0,0,0.0,19,0.594,0,0.0,0,0,0,1,0.031,1,2714,5934,1,100.0,100.0,0,1,0,0,0,1,0,13,0,1,1,1,0,1,1,0,1,224,10,14,476,0,252,1,738255.txt,https://www.smolenskcrashnews.com,www.smolenskcrashnews.com,com,smolenskcrashnews
35,28,0,100.0,0.857142857,0.028555,0.058845869,2,2,0,0,0.0,21,0.6,0,0.0,0,0,0,2,0.057,1,377,7679,1,0.0,0.0,1,0,1,0,0,0,0,2,0,1,1,1,0,0,0,0,1,14,6,11,46,1,35,1,502786.txt,https://www.excellencegateway.org.uk,www.excellencegateway.org.uk,uk,excellencegatewayorg
27,20,0,100.0,1.0,0.5229071,0.058688512,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,1701,7372,1,100.0,100.0,1,0,1,0,0,1,0,19,0,1,1,1,1,1,1,0,1,73,29,25,99,0,19,1,613477.txt,https://www.sylcadesigns.com,www.sylcadesigns.com,com,sylcadesigns
96,23,0,12.69587473,0.466666667,0.0002818,0.039615556,7,2,0,0,0.0,72,0.75,11,0.115,0,0,0,5,0.052,1,106,16702,1,0.0,0.0,0,1,0,0,0,0,0,4,0,0,1,1,1,0,0,0,0,3,0,6,0,0,0,0,8131804.txt,https://ipfs.eth.aragon.network/ipfs/bafybeihadejely4dcdaib6opt5z5f5oiioi3jjjkgk2vvfpmt44nb6q4qi,ipfs.eth.aragon.network,network,ipfsetharagonipfsbafybeihadejely4dcdaib6opt5z5f5oiioi3jjjkgk2vvfpmt44nb6q4qi
28,21,0,100.0,1.0,0.5229071,0.064787424,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,215,1050,1,100.0,100.0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,4,0,3,8,0,9,1,632800.txt,https://www.jonesairfoils.com,www.jonesairfoils.com,com,jonesairfoils
71,7,0,12.99130763,1.0,0.0326503,0.034907471,2,0,0,0,0.0,52,0.732,7,0.099,1,1,0,2,0.056,1,2,79,0,0.0,1.694915254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8115263.txt,https://qrco.de/bdsy1g?trackid=voctu60yru1xbvguzbvxm0wzd0onzihjlixmdn3y,qrco.de,de,0
29,22,0,61.01364522,1.0,0.5229071,0.056365215,3,1,0,0,0.0,17,0.586,0,0.0,0,0,0,1,0.034,0,14,221,0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,mw114947.txt,http://www.mobwerpingthis.com,www.mobwerpingthis.com,com,0
20,13,0,100.0,1.0,0.0101825,0.062013299,2,1,0,0,0.0,7,0.35,0,0.0,0,0,0,1,0.05,1,3046,962,1,100.0,100.0,1,0,1,1,0,1,0,4,0,1,0,1,0,0,0,0,1,1,46,17,63,0,13,1,774069.txt,https://www.brooks.ca,www.brooks.ca,ca,brooks
38,31,0,100.0,0.565217391,0.5229071,0.063951608,3,1,0,0,0.0,24,0.632,0,0.0,0,0,0,2,0.053,1,540,6692,1,100.0,100.0,1,1,1,0,0,1,0,3,0,1,0,1,0,0,0,0,1,28,8,16,59,0,30,1,79995.txt,https://www.olivierberni-interieurs.com,www.olivierberni-interieurs.com,com,olivierberni-interieurs
25,18,0,100.0,1.0,0.5229071,0.072432836,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,628,4449,1,100.0,100.0,1,0,1,0,0,1,0,3,0,1,0,0,0,0,1,0,1,7,1,22,43,5,31,1,15998.txt,https://www.nodesource.com,www.nodesource.com,com,nodesource
24,17,0,100.0,1.0,0.5229071,0.060530932,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,1580,2675,1,100.0,100.0,0,0,1,0,0,1,0,19,0,1,1,1,1,1,1,0,1,24,5,28,49,0,19,1,119244.txt,https://www.quebottle.com,www.quebottle.com,com,quebottle
35,28,0,100.0,0.476190476,0.028555,0.063841718,2,2,0,0,0.0,20,0.571,0,0.0,0,0,0,3,0.086,1,372,250,1,0.0,0.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,22,3,4,30,4,3,1,849349.txt,https://www.calcium-carbonate.org.uk,www.calcium-carbonate.org.uk,uk,calcim-carbonateorg
167,15,0,9.540761837,0.636363636,0.5229071,0.040447492,3,1,0,0,0.0,124,0.743,20,0.12,3,1,0,11,0.09,1,10,36990,1,0.0,0.0,1,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,1,1,1,2,2,0,2,0,8120510.txt,https://docs.google.com/presentation/d/e/2pacx-1vszwu9v8g1ddtbevc8qf_dhkv5olf4l6auig2pspuf4k7yuuncgpw63pgms3vrprge5fiewiqkqggtk/pub?start=false&loop=false&delayms=3000,docs.google.com,com,docsgooglepresentationde2pacx-1vszwu9v8g1ddtbevc8qf_dhkv5olf4l6auig2pspuf4k7yuuncgpw63pgms3vrprge5fiewiqkqggtkpub?start=false&loop=false&delayms=3000
33,26,0,100.0,1.0,0.5229071,0.054412815,3,1,0,0,0.0,20,0.606,0,0.0,0,0,0,1,0.03,1,3277,3042,1,100.0,100.0,1,1,1,0,0,1,1,2,1,1,1,1,0,0,1,0,1,46,9,33,104,3,120,1,98864.txt,https://www.baumundpferdgarten.com,www.baumundpferdgarten.com,com,baumundpferdgarten
30,23,0,100.0,0.875,0.028555,0.052891221,2,2,0,0,0.0,16,0.533,0,0.0,0,0,0,2,0.067,1,8003,6682,1,0.0,0.0,1,1,1,1,0,1,0,21,0,0,1,1,1,1,1,0,1,270,4,36,227,8,117,1,603953.txt,https://www.dufflecoatsuk.co.uk,www.dufflecoatsuk.co.uk,uk,dfflecoatskco
27,20,0,100.0,1.0,0.5229071,0.061941685,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,3955,8423,1,100.0,100.0,1,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,67,76,68,350,16,377,1,568865.txt,https://www.cigarjournal.com,www.cigarjournal.com,com,cigarjournal
21,14,0,89.45454545,1.0,0.5229071,0.062877639,3,1,0,0,0.0,9,0.429,0,0.0,0,0,0,1,0.048,0,2,30,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw154348.txt,http://www.verfer.com,www.verfer.com,com,0
54,45,0,36.14608052,0.414634146,0.5229071,0.058806516,3,1,0,0,0.0,40,0.741,1,0.019,0,0,0,5,0.093,1,45,117,1,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8038454.txt,https://isdoc-partyreflection-0utlook.firebaseapp.com/,isdoc-partyreflection-0utlook.firebaseapp.com,com,isdoc-partyreflection-0utlookfirebaseapp
28,21,0,100.0,1.0,0.5229071,0.063063019,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,1254,836,1,100.0,100.0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,25,19,31,54,3,66,1,415165.txt,https://www.chairmanmills.com,www.chairmanmills.com,com,chairmanmills
26,20,0,75.73529412,1.0,0.5229071,0.060573589,3,1,0,0,0.0,14,0.538,0,0.0,0,0,0,1,0.038,0,9,50,1,100.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw142424.txt,http://www.redpandazine.com,www.redpandazine.com,com,redpandazine
47,11,0,30.00213083,1.0,0.5229071,0.048302689,3,0,0,0,0.0,28,0.596,6,0.128,0,0,0,5,0.106,1,9,57,1,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8126939.txt,https://tdelphi.com/google/myparceluc099001/nr/,tdelphi.com,com,tdelphigooglemyparceluc099001nr
